date,season,team,opp,event,crown_holder,crown_team,prev_holder,prev_team,gmsc,streak,total_games
1980-05-04,1980,LAL,PHI,defend,Kareem Abdul-Jabbar,LAL,Kareem Abdul-Jabbar,LAL,31.60,2,2
1980-05-07,1980,PHI,LAL,transfer_loss,Maurice Cheeks,PHI,Kareem Abdul-Jabbar,LAL,27.10,1,1
1980-05-10,1980,LAL,PHI,transfer_loss,Kareem Abdul-Jabbar,LAL,Maurice Cheeks,PHI,22.90,1,1
1980-05-11,1980,PHI,LAL,transfer_loss,Lionel Hollins,PHI,Kareem Abdul-Jabbar,LAL,20.50,1,1
1980-05-14,1980,LAL,PHI,transfer_loss,Kareem Abdul-Jabbar,LAL,Lionel Hollins,PHI,32.20,1,1
1980-05-16,1980,LAL,PHI,transfer_teammate,Magic Johnson,LAL,Kareem Abdul-Jabbar,LAL,39.60,1,1
1981-04-01,1981,HOU,LAL,transfer_loss,Moses Malone,HOU,Magic Johnson,LAL,31.70,1,1
1981-04-03,1981,LAL,HOU,transfer_loss,Norm Nixon,LAL,Moses Malone,HOU,21.20,1,1
1981-04-05,1981,HOU,LAL,transfer_loss,Moses Malone,HOU,Norm Nixon,LAL,18.60,1,1
1981-04-07,1981,HOU,SAS,defend,Moses Malone,HOU,Moses Malone,HOU,17.70,2,2
1981-04-08,1981,SAS,HOU,transfer_loss,Mark Olberding,SAS,Moses Malone,HOU,27.20,1,1
1981-04-10,1981,HOU,SAS,transfer_loss,Moses Malone,HOU,Mark Olberding,SAS,24.80,1,1
1981-04-12,1981,SAS,HOU,transfer_loss,George Gervin,SAS,Moses Malone,HOU,19.70,1,1
1981-04-14,1981,HOU,SAS,transfer_loss,Moses Malone,HOU,George Gervin,SAS,23.60,1,1
1981-04-15,1981,SAS,HOU,transfer_loss,Dave Corzine,SAS,Moses Malone,HOU,13.70,1,1
1981-04-17,1981,HOU,SAS,transfer_loss,Calvin Murphy,HOU,Dave Corzine,SAS,26.30,1,1
1981-04-21,1981,HOU,KCK,transfer_teammate,Moses Malone,HOU,Calvin Murphy,HOU,25.40,1,1
1981-04-22,1981,KCK,HOU,transfer_loss,Reggie King,KCK,Moses Malone,HOU,26.50,1,1
1981-04-24,1981,HOU,KCK,transfer_loss,Calvin Murphy,HOU,Reggie King,KCK,15.30,1,1
1981-04-26,1981,HOU,KCK,transfer_teammate,Moses Malone,HOU,Calvin Murphy,HOU,23.20,1,1
1981-04-29,1981,HOU,KCK,defend,Moses Malone,HOU,Moses Malone,HOU,26.90,2,2
1981-05-05,1981,BOS,HOU,transfer_loss,Larry Bird,BOS,Moses Malone,HOU,20.70,1,1
1981-05-07,1981,HOU,BOS,transfer_loss,Moses Malone,HOU,Larry Bird,BOS,23.40,1,1
1981-05-09,1981,BOS,HOU,transfer_loss,Chris Ford,BOS,Moses Malone,HOU,14.60,1,1
1981-05-10,1981,HOU,BOS,transfer_loss,Mike Dunleavy,HOU,Chris Ford,BOS,20.60,1,1
1981-05-12,1981,BOS,HOU,transfer_loss,Cedric Maxwell,BOS,Mike Dunleavy,HOU,31.70,1,1
1981-05-14,1981,BOS,HOU,transfer_teammate,Larry Bird,BOS,Cedric Maxwell,BOS,24.00,1,1
1982-04-25,1982,BOS,WSB,transfer_teammate,M.L. Carr,BOS,Larry Bird,BOS,15.80,1,1
1982-04-28,1982,WSB,BOS,transfer_loss,Frank Johnson,WSB,M.L. Carr,BOS,22.10,1,1
1982-05-01,1982,BOS,WSB,transfer_loss,Robert Parish,BOS,Frank Johnson,WSB,18.50,1,1
1982-05-02,1982,BOS,WSB,transfer_teammate,Kevin McHale,BOS,Robert Parish,BOS,23.90,1,1
1982-05-05,1982,BOS,WSB,transfer_teammate,Cedric Maxwell,BOS,Kevin McHale,BOS,27.40,1,1
1982-05-09,1982,BOS,PHI,transfer_teammate,Robert Parish,BOS,Cedric Maxwell,BOS,27.90,1,1
1982-05-12,1982,PHI,BOS,transfer_loss,Andrew Toney,PHI,Robert Parish,BOS,19.90,1,1
1982-05-15,1982,PHI,BOS,transfer_teammate,Bobby Jones,PHI,Andrew Toney,PHI,20.60,1,1
1982-05-16,1982,PHI,BOS,transfer_teammate,Andrew Toney,PHI,Bobby Jones,PHI,30.90,1,1
1982-05-19,1982,BOS,PHI,transfer_loss,Larry Bird,BOS,Andrew Toney,PHI,21.00,1,1
1982-05-21,1982,BOS,PHI,transfer_teammate,Kevin McHale,BOS,Larry Bird,BOS,19.70,1,1
1982-05-23,1982,PHI,BOS,transfer_loss,Andrew Toney,PHI,Kevin McHale,BOS,26.60,1,1
1982-05-27,1982,LAL,PHI,transfer_loss,Norm Nixon,LAL,Andrew Toney,PHI,22.00,1,1
1982-05-30,1982,PHI,LAL,transfer_loss,Julius Erving,PHI,Norm Nixon,LAL,24.60,1,1
1982-06-01,1982,LAL,PHI,transfer_loss,Magic Johnson,LAL,Julius Erving,PHI,25.60,1,1
1982-06-03,1982,LAL,PHI,defend,Magic Johnson,LAL,Magic Johnson,LAL,24.60,2,2
1982-06-06,1982,PHI,LAL,transfer_loss,Andrew Toney,PHI,Magic Johnson,LAL,28.60,1,1
1982-06-08,1982,LAL,PHI,transfer_loss,Magic Johnson,LAL,Andrew Toney,PHI,23.30,1,1
1983-04-24,1983,LAL,POR,defend,Magic Johnson,LAL,Magic Johnson,LAL,31.30,2,2
1983-04-26,1983,LAL,POR,transfer_teammate,Kareem Abdul-Jabbar,LAL,Magic Johnson,LAL,33.40,1,1
1983-04-29,1983,LAL,POR,transfer_teammate,Jamaal Wilkes,LAL,Kareem Abdul-Jabbar,LAL,29.40,1,1
1983-05-01,1983,POR,LAL,transfer_loss,Darnell Valentine,POR,Jamaal Wilkes,LAL,21.60,1,1
1983-05-03,1983,LAL,POR,transfer_loss,Magic Johnson,LAL,Darnell Valentine,POR,32.00,1,1
1983-05-08,1983,LAL,SAS,transfer_teammate,Norm Nixon,LAL,Magic Johnson,LAL,25.50,1,1
1983-05-10,1983,SAS,LAL,transfer_loss,Artis Gilmore,SAS,Norm Nixon,LAL,28.80,1,1
1983-05-13,1983,LAL,SAS,transfer_loss,Norm Nixon,LAL,Artis Gilmore,SAS,20.20,1,1
1983-05-15,1983,LAL,SAS,transfer_teammate,Magic Johnson,LAL,Norm Nixon,LAL,35.90,1,1
1983-05-18,1983,SAS,LAL,transfer_loss,Johnny Moore,SAS,Magic Johnson,LAL,30.90,1,1
1983-05-20,1983,LAL,SAS,transfer_loss,Kareem Abdul-Jabbar,LAL,Johnny Moore,SAS,16.20,1,1
1983-05-22,1983,PHI,LAL,transfer_loss,Moses Malone,PHI,Kareem Abdul-Jabbar,LAL,23.50,1,1
1983-05-26,1983,PHI,LAL,transfer_teammate,Maurice Cheeks,PHI,Moses Malone,PHI,19.80,1,1
1983-05-29,1983,PHI,LAL,transfer_teammate,Moses Malone,PHI,Maurice Cheeks,PHI,30.20,1,1
1983-05-31,1983,PHI,LAL,defend,Moses Malone,PHI,Moses Malone,PHI,22.70,2,2
1984-04-18,1984,NJN,PHI,transfer_loss,Buck Williams,NJN,Moses Malone,PHI,28.20,1,1
1984-04-20,1984,NJN,PHI,transfer_teammate,Michael Ray Richardson,NJN,Buck Williams,NJN,26.90,1,1
1984-04-22,1984,PHI,NJN,transfer_loss,Moses Malone,PHI,Michael Ray Richardson,NJN,21.20,1,1
1984-04-24,1984,PHI,NJN,transfer_teammate,Julius Erving,PHI,Moses Malone,PHI,20.30,1,1
1984-04-26,1984,NJN,PHI,transfer_loss,Michael Ray Richardson,NJN,Julius Erving,PHI,20.80,1,1
1984-04-29,1984,NJN,MIL,transfer_teammate,Darryl Dawkins,NJN,Michael Ray Richardson,NJN,24.00,1,1
1984-05-01,1984,MIL,NJN,transfer_loss,Bob Lanier,MIL,Darryl Dawkins,NJN,20.40,1,1
1984-05-03,1984,MIL,NJN,transfer_teammate,Sidney Moncrief,MIL,Bob Lanier,MIL,25.70,1,1
1984-05-05,1984,NJN,MIL,transfer_loss,Michael Ray Richardson,NJN,Sidney Moncrief,MIL,19.50,1,1
1984-05-08,1984,MIL,NJN,transfer_loss,Alton Lister,MIL,Michael Ray Richardson,NJN,14.80,1,1
1984-05-10,1984,MIL,NJN,transfer_teammate,Marques Johnson,MIL,Alton Lister,MIL,16.10,1,1
1984-05-15,1984,BOS,MIL,transfer_loss,Larry Bird,BOS,Marques Johnson,MIL,19.00,1,1
1984-05-17,1984,BOS,MIL,defend,Larry Bird,BOS,Larry Bird,BOS,30.00,2,2
1984-05-19,1984,BOS,MIL,defend,Larry Bird,BOS,Larry Bird,BOS,22.00,3,3
1984-05-21,1984,MIL,BOS,transfer_loss,Paul Pressey,MIL,Larry Bird,BOS,17.30,1,1
1984-05-23,1984,BOS,MIL,transfer_loss,Cedric Maxwell,BOS,Paul Pressey,MIL,16.70,1,1
1984-05-27,1984,LAL,BOS,transfer_loss,Kareem Abdul-Jabbar,LAL,Cedric Maxwell,BOS,28.00,1,1
1984-05-31,1984,BOS,LAL,transfer_loss,Cedric Maxwell,BOS,Kareem Abdul-Jabbar,LAL,18.60,1,1
1984-06-03,1984,LAL,BOS,transfer_loss,Magic Johnson,LAL,Cedric Maxwell,BOS,27.10,1,1
1984-06-06,1984,BOS,LAL,transfer_loss,Larry Bird,BOS,Magic Johnson,LAL,25.50,1,1
1984-06-08,1984,BOS,LAL,defend,Larry Bird,BOS,Larry Bird,BOS,28.60,2,2
1984-06-10,1984,LAL,BOS,transfer_loss,Michael Cooper,LAL,Larry Bird,BOS,22.50,1,1
1984-06-12,1984,BOS,LAL,transfer_loss,Cedric Maxwell,BOS,Michael Cooper,LAL,26.90,1,1
1985-04-18,1985,BOS,CLE,transfer_teammate,Larry Bird,BOS,Cedric Maxwell,BOS,32.60,1,1
1985-04-20,1985,BOS,CLE,defend,Larry Bird,BOS,Larry Bird,BOS,22.60,2,2
1985-04-23,1985,CLE,BOS,transfer_loss,World B. Free,CLE,Larry Bird,BOS,26.80,1,1
1985-04-25,1985,BOS,CLE,transfer_loss,Larry Bird,BOS,World B. Free,CLE,33.80,1,1
1985-04-28,1985,BOS,DET,transfer_teammate,Robert Parish,BOS,Larry Bird,BOS,27.40,1,1
1985-04-30,1985,BOS,DET,transfer_teammate,Larry Bird,BOS,Robert Parish,BOS,36.30,1,1
1985-05-02,1985,DET,BOS,transfer_loss,Isiah Thomas,DET,Larry Bird,BOS,29.10,1,1
1985-05-05,1985,DET,BOS,transfer_teammate,Vinnie Johnson,DET,Isiah Thomas,DET,25.60,1,1
1985-05-08,1985,BOS,DET,transfer_loss,Larry Bird,BOS,Vinnie Johnson,DET,29.10,1,1
1985-05-10,1985,BOS,DET,transfer_teammate,Robert Parish,BOS,Larry Bird,BOS,27.00,1,1
1985-05-12,1985,BOS,PHI,transfer_teammate,Kevin McHale,BOS,Robert Parish,BOS,26.50,1,1
1985-05-14,1985,BOS,PHI,defend,Kevin McHale,BOS,Kevin McHale,BOS,25.10,2,2
1985-05-18,1985,BOS,PHI,transfer_teammate,Larry Bird,BOS,Kevin McHale,BOS,23.00,1,1
1985-05-19,1985,PHI,BOS,transfer_loss,Maurice Cheeks,PHI,Larry Bird,BOS,20.60,1,1
1985-05-22,1985,BOS,PHI,transfer_loss,Dennis Johnson,BOS,Maurice Cheeks,PHI,18.60,1,1
1985-05-27,1985,BOS,LAL,transfer_teammate,Scott Wedman,BOS,Dennis Johnson,BOS,24.60,1,1
1985-05-30,1985,LAL,BOS,transfer_loss,Kareem Abdul-Jabbar,LAL,Scott Wedman,BOS,28.60,1,1
1985-06-02,1985,LAL,BOS,defend,Kareem Abdul-Jabbar,LAL,Kareem Abdul-Jabbar,LAL,29.20,2,2
1985-06-05,1985,BOS,LAL,transfer_loss,Dennis Johnson,BOS,Kareem Abdul-Jabbar,LAL,29.90,1,1
1985-06-07,1985,LAL,BOS,transfer_loss,Magic Johnson,LAL,Dennis Johnson,BOS,29.70,1,1
1985-06-09,1985,LAL,BOS,transfer_teammate,James Worthy,LAL,Magic Johnson,LAL,24.80,1,1
1986-04-17,1986,LAL,SAS,defend,James Worthy,LAL,James Worthy,LAL,22.70,2,2
1986-04-19,1986,LAL,SAS,transfer_teammate,Magic Johnson,LAL,James Worthy,LAL,27.30,1,1
1986-04-23,1986,LAL,SAS,defend,Magic Johnson,LAL,Magic Johnson,LAL,25.50,2,2
1986-04-27,1986,LAL,DAL,defend,Magic Johnson,LAL,Magic Johnson,LAL,21.70,3,3
1986-04-30,1986,LAL,DAL,transfer_teammate,Kareem Abdul-Jabbar,LAL,Magic Johnson,LAL,19.30,1,1
1986-05-02,1986,DAL,LAL,transfer_loss,Mark Aguirre,DAL,Kareem Abdul-Jabbar,LAL,25.60,1,1
1986-05-04,1986,DAL,LAL,defend,Mark Aguirre,DAL,Mark Aguirre,DAL,29.70,2,2
1986-05-06,1986,LAL,DAL,transfer_loss,Magic Johnson,LAL,Mark Aguirre,DAL,33.60,1,1
1986-05-08,1986,LAL,DAL,defend,Magic Johnson,LAL,Magic Johnson,LAL,25.30,2,2
1986-05-10,1986,LAL,HOU,defend,Magic Johnson,LAL,Magic Johnson,LAL,29.60,3,3
1986-05-13,1986,HOU,LAL,transfer_loss,Ralph Sampson,HOU,Magic Johnson,LAL,26.20,1,1
1986-05-16,1986,HOU,LAL,transfer_teammate,Hakeem Olajuwon,HOU,Ralph Sampson,HOU,31.90,1,1
1986-05-18,1986,HOU,LAL,defend,Hakeem Olajuwon,HOU,Hakeem Olajuwon,HOU,27.60,2,2
1986-05-21,1986,HOU,LAL,defend,Hakeem Olajuwon,HOU,Hakeem Olajuwon,HOU,28.10,3,3
1986-05-26,1986,BOS,HOU,transfer_loss,Larry Bird,BOS,Hakeem Olajuwon,HOU,21.50,1,1
1986-05-29,1986,BOS,HOU,defend,Larry Bird,BOS,Larry Bird,BOS,33.00,2,2
1986-06-01,1986,HOU,BOS,transfer_loss,Ralph Sampson,HOU,Larry Bird,BOS,23.80,1,1
1986-06-03,1986,BOS,HOU,transfer_loss,Larry Bird,BOS,Ralph Sampson,HOU,20.60,1,1
1986-06-05,1986,HOU,BOS,transfer_loss,Hakeem Olajuwon,HOU,Larry Bird,BOS,29.60,1,1
1986-06-08,1986,BOS,HOU,transfer_loss,Larry Bird,BOS,Hakeem Olajuwon,HOU,32.20,1,1
1987-04-23,1987,BOS,CHI,defend,Larry Bird,BOS,Larry Bird,BOS,26.90,2,2
1987-04-26,1987,BOS,CHI,defend,Larry Bird,BOS,Larry Bird,BOS,24.80,3,3
1987-04-28,1987,BOS,CHI,defend,Larry Bird,BOS,Larry Bird,BOS,28.40,4,4
1987-05-05,1987,BOS,MIL,defend,Larry Bird,BOS,Larry Bird,BOS,39.00,5,5
1987-05-06,1987,BOS,MIL,transfer_teammate,Danny Ainge,BOS,Larry Bird,BOS,28.80,1,1
1987-05-08,1987,MIL,BOS,transfer_loss,Ricky Pierce,MIL,Danny Ainge,BOS,25.20,1,1
1987-05-10,1987,BOS,MIL,transfer_loss,Larry Bird,BOS,Ricky Pierce,MIL,34.20,1,1
1987-05-13,1987,MIL,BOS,transfer_loss,Sidney Moncrief,MIL,Larry Bird,BOS,30.20,1,1
1987-05-15,1987,MIL,BOS,defend,Sidney Moncrief,MIL,Sidney Moncrief,MIL,28.40,2,2
1987-05-17,1987,BOS,MIL,transfer_loss,Larry Bird,BOS,Sidney Moncrief,MIL,29.30,1,1
1987-05-19,1987,BOS,DET,transfer_teammate,Robert Parish,BOS,Larry Bird,BOS,27.70,1,1
1987-05-21,1987,BOS,DET,transfer_teammate,Larry Bird,BOS,Robert Parish,BOS,29.20,1,1
1987-05-23,1987,DET,BOS,transfer_loss,Bill Laimbeer,DET,Larry Bird,BOS,19.40,1,1
1987-05-24,1987,DET,BOS,transfer_teammate,Adrian Dantley,DET,Bill Laimbeer,DET,29.50,1,1
1987-05-26,1987,BOS,DET,transfer_loss,Larry Bird,BOS,Adrian Dantley,DET,29.90,1,1
1987-05-28,1987,DET,BOS,transfer_loss,Isiah Thomas,DET,Larry Bird,BOS,18.90,1,1
1987-05-30,1987,BOS,DET,transfer_loss,Larry Bird,BOS,Isiah Thomas,DET,32.40,1,1
1987-06-02,1987,LAL,BOS,transfer_loss,James Worthy,LAL,Larry Bird,BOS,32.00,1,1
1987-06-04,1987,LAL,BOS,transfer_teammate,Magic Johnson,LAL,James Worthy,LAL,30.60,1,1
1987-06-07,1987,BOS,LAL,transfer_loss,Larry Bird,BOS,Magic Johnson,LAL,20.30,1,1
1987-06-09,1987,LAL,BOS,transfer_loss,Magic Johnson,LAL,Larry Bird,BOS,22.50,1,1
1987-06-11,1987,BOS,LAL,transfer_loss,Larry Bird,BOS,Magic Johnson,LAL,22.00,1,1
1987-06-14,1987,LAL,BOS,transfer_loss,Kareem Abdul-Jabbar,LAL,Larry Bird,BOS,27.10,1,1
1988-04-29,1988,LAL,SAS,transfer_teammate,Byron Scott,LAL,Kareem Abdul-Jabbar,LAL,18.30,1,1
1988-05-01,1988,LAL,SAS,transfer_teammate,Magic Johnson,LAL,Byron Scott,LAL,27.60,1,1
1988-05-03,1988,LAL,SAS,defend,Magic Johnson,LAL,Magic Johnson,LAL,24.10,2,2
1988-05-08,1988,LAL,UTA,transfer_teammate,James Worthy,LAL,Magic Johnson,LAL,21.10,1,1
1988-05-10,1988,UTA,LAL,transfer_loss,Karl Malone,UTA,James Worthy,LAL,24.20,1,1
1988-05-13,1988,UTA,LAL,transfer_teammate,John Stockton,UTA,Karl Malone,UTA,27.40,1,1
1988-05-15,1988,LAL,UTA,transfer_loss,Magic Johnson,LAL,John Stockton,UTA,20.80,1,1
1988-05-17,1988,LAL,UTA,transfer_teammate,James Worthy,LAL,Magic Johnson,LAL,21.60,1,1
1988-05-19,1988,UTA,LAL,transfer_loss,Bob Hansen,UTA,James Worthy,LAL,24.60,1,1
1988-05-21,1988,LAL,UTA,transfer_loss,Magic Johnson,LAL,Bob Hansen,UTA,28.00,1,1
1988-05-23,1988,LAL,DAL,transfer_teammate,Byron Scott,LAL,Magic Johnson,LAL,25.10,1,1
1988-05-25,1988,LAL,DAL,defend,Byron Scott,LAL,Byron Scott,LAL,28.10,2,2
1988-05-27,1988,DAL,LAL,transfer_loss,Mark Aguirre,DAL,Byron Scott,LAL,18.60,1,1
1988-05-29,1988,DAL,LAL,transfer_teammate,Derek Harper,DAL,Mark Aguirre,DAL,32.80,1,1
1988-05-31,1988,LAL,DAL,transfer_loss,James Worthy,LAL,Derek Harper,DAL,30.70,1,1
1988-06-02,1988,DAL,LAL,transfer_loss,Mark Aguirre,DAL,James Worthy,LAL,19.90,1,1
1988-06-04,1988,LAL,DAL,transfer_loss,James Worthy,LAL,Mark Aguirre,DAL,28.70,1,1
1988-06-07,1988,DET,LAL,transfer_loss,Adrian Dantley,DET,James Worthy,LAL,29.20,1,1
1988-06-09,1988,LAL,DET,transfer_loss,Magic Johnson,LAL,Adrian Dantley,DET,25.00,1,1
1988-06-12,1988,LAL,DET,defend,Magic Johnson,LAL,Magic Johnson,LAL,25.60,2,2
1988-06-14,1988,DET,LAL,transfer_loss,Adrian Dantley,DET,Magic Johnson,LAL,15.30,1,1
1988-06-16,1988,DET,LAL,defend,Adrian Dantley,DET,Adrian Dantley,DET,22.60,2,2
1988-06-19,1988,LAL,DET,transfer_loss,Magic Johnson,LAL,Adrian Dantley,DET,29.70,1,1
1988-06-21,1988,LAL,DET,transfer_teammate,James Worthy,LAL,Magic Johnson,LAL,35.00,1,1
1989-04-27,1989,LAL,POR,transfer_teammate,Magic Johnson,LAL,James Worthy,LAL,29.30,1,1
1989-04-30,1989,LAL,POR,defend,Magic Johnson,LAL,Magic Johnson,LAL,38.50,2,2
1989-05-03,1989,LAL,POR,transfer_teammate,Byron Scott,LAL,Magic Johnson,LAL,25.10,1,1
1989-05-07,1989,LAL,SEA,transfer_teammate,Magic Johnson,LAL,Byron Scott,LAL,27.70,1,1
1989-05-10,1989,LAL,SEA,transfer_teammate,James Worthy,LAL,Magic Johnson,LAL,27.30,1,1
1989-05-12,1989,LAL,SEA,defend,James Worthy,LAL,James Worthy,LAL,13.80,2,2
1989-05-14,1989,LAL,SEA,defend,James Worthy,LAL,James Worthy,LAL,29.90,3,3
1989-05-20,1989,LAL,PHO,defend,James Worthy,LAL,James Worthy,LAL,23.80,4,4
1989-05-23,1989,LAL,PHO,transfer_teammate,Byron Scott,LAL,James Worthy,LAL,24.00,1,1
1989-05-26,1989,LAL,PHO,transfer_teammate,James Worthy,LAL,Byron Scott,LAL,28.70,1,1
1989-05-28,1989,LAL,PHO,transfer_teammate,Magic Johnson,LAL,James Worthy,LAL,28.40,1,1
1989-06-06,1989,DET,LAL,transfer_loss,Isiah Thomas,DET,Magic Johnson,LAL,19.50,1,1
1989-06-08,1989,DET,LAL,transfer_teammate,Joe Dumars,DET,Isiah Thomas,DET,29.80,1,1
1989-06-11,1989,DET,LAL,defend,Joe Dumars,DET,Joe Dumars,DET,24.50,2,2
1989-06-13,1989,DET,LAL,defend,Joe Dumars,DET,Joe Dumars,DET,16.80,3,3
1990-04-26,1990,DET,IND,transfer_teammate,John Salley,DET,Joe Dumars,DET,15.80,1,1
1990-04-28,1990,DET,IND,transfer_teammate,Bill Laimbeer,DET,John Salley,DET,23.00,1,1
1990-05-01,1990,DET,IND,transfer_teammate,Isiah Thomas,DET,Bill Laimbeer,DET,23.20,1,1
1990-05-08,1990,DET,NYK,defend,Isiah Thomas,DET,Isiah Thomas,DET,18.70,2,2
1990-05-10,1990,DET,NYK,defend,Isiah Thomas,DET,Isiah Thomas,DET,21.80,3,3
1990-05-12,1990,NYK,DET,transfer_loss,Patrick Ewing,NYK,Isiah Thomas,DET,42.20,1,1
1990-05-13,1990,DET,NYK,transfer_loss,Dennis Rodman,DET,Patrick Ewing,NYK,18.40,1,1
1990-05-15,1990,DET,NYK,transfer_teammate,Mark Aguirre,DET,Dennis Rodman,DET,20.00,1,1
1990-05-20,1990,DET,CHI,transfer_teammate,Joe Dumars,DET,Mark Aguirre,DET,19.80,1,1
1990-05-22,1990,DET,CHI,defend,Joe Dumars,DET,Joe Dumars,DET,23.10,2,2
1990-05-26,1990,CHI,DET,transfer_loss,Michael Jordan,CHI,Joe Dumars,DET,33.40,1,1
1990-05-28,1990,CHI,DET,defend,Michael Jordan,CHI,Michael Jordan,CHI,35.40,2,2
1990-05-30,1990,DET,CHI,transfer_loss,Mark Aguirre,DET,Michael Jordan,CHI,15.90,1,1
1990-06-01,1990,CHI,DET,transfer_loss,Michael Jordan,CHI,Mark Aguirre,DET,20.60,1,1
1990-06-03,1990,DET,CHI,transfer_loss,Isiah Thomas,DET,Michael Jordan,CHI,20.70,1,1
1990-06-05,1990,DET,POR,defend,Isiah Thomas,DET,Isiah Thomas,DET,23.40,2,2
1990-06-07,1990,POR,DET,transfer_loss,Terry Porter,POR,Isiah Thomas,DET,25.10,1,1
1990-06-10,1990,DET,POR,transfer_loss,Joe Dumars,DET,Terry Porter,POR,21.00,1,1
1990-06-12,1990,DET,POR,transfer_teammate,Isiah Thomas,DET,Joe Dumars,DET,26.30,1,1
1990-06-14,1990,DET,POR,defend,Isiah Thomas,DET,Isiah Thomas,DET,18.40,2,2
1991-04-26,1991,ATL,DET,transfer_loss,Dominique Wilkins,ATL,Isiah Thomas,DET,23.40,1,1
1991-04-28,1991,DET,ATL,transfer_loss,Joe Dumars,DET,Dominique Wilkins,ATL,20.70,1,1
1991-04-30,1991,DET,ATL,defend,Joe Dumars,DET,Joe Dumars,DET,25.40,2,2
1991-05-02,1991,ATL,DET,transfer_loss,Doc Rivers,ATL,Joe Dumars,DET,30.80,1,1
1991-05-05,1991,DET,ATL,transfer_loss,Isiah Thomas,DET,Doc Rivers,ATL,22.10,1,1
1991-05-07,1991,DET,BOS,defend,Isiah Thomas,DET,Isiah Thomas,DET,15.20,2,2
1991-05-09,1991,BOS,DET,transfer_loss,Dee Brown,BOS,Isiah Thomas,DET,21.60,1,1
1991-05-11,1991,BOS,DET,transfer_teammate,Brian Shaw,BOS,Dee Brown,BOS,17.90,1,1
1991-05-13,1991,DET,BOS,transfer_loss,Mark Aguirre,DET,Brian Shaw,BOS,26.70,1,1
1991-05-15,1991,DET,BOS,transfer_teammate,Joe Dumars,DET,Mark Aguirre,DET,31.10,1,1
1991-05-17,1991,DET,BOS,defend,Joe Dumars,DET,Joe Dumars,DET,25.80,2,2
1991-05-19,1991,CHI,DET,transfer_loss,Scottie Pippen,CHI,Joe Dumars,DET,20.50,1,1
1991-05-21,1991,CHI,DET,transfer_teammate,Michael Jordan,CHI,Scottie Pippen,CHI,29.40,1,1
1991-05-25,1991,CHI,DET,defend,Michael Jordan,CHI,Michael Jordan,CHI,34.60,2,2
1991-05-27,1991,CHI,DET,defend,Michael Jordan,CHI,Michael Jordan,CHI,27.90,3,3
1991-06-02,1991,LAL,CHI,transfer_loss,Magic Johnson,LAL,Michael Jordan,CHI,22.60,1,1
1991-06-05,1991,CHI,LAL,transfer_loss,Michael Jordan,CHI,Magic Johnson,LAL,34.70,1,1
1991-06-07,1991,CHI,LAL,defend,Michael Jordan,CHI,Michael Jordan,CHI,24.80,2,2
1991-06-09,1991,CHI,LAL,defend,Michael Jordan,CHI,Michael Jordan,CHI,28.60,3,3
1991-06-12,1991,CHI,LAL,transfer_teammate,Scottie Pippen,CHI,Michael Jordan,CHI,28.10,1,1
1992-04-24,1992,CHI,MIA,transfer_teammate,Michael Jordan,CHI,Scottie Pippen,CHI,37.70,1,1
1992-04-26,1992,CHI,MIA,transfer_teammate,Scottie Pippen,CHI,Michael Jordan,CHI,31.90,1,1
1992-04-29,1992,CHI,MIA,transfer_teammate,Michael Jordan,CHI,Scottie Pippen,CHI,49.80,1,1
1992-05-05,1992,NYK,CHI,transfer_loss,Patrick Ewing,NYK,Michael Jordan,CHI,35.60,1,1
1992-05-07,1992,CHI,NYK,transfer_loss,Michael Jordan,CHI,Patrick Ewing,NYK,18.90,1,1
1992-05-09,1992,CHI,NYK,defend,Michael Jordan,CHI,Michael Jordan,CHI,20.90,2,2
1992-05-10,1992,NYK,CHI,transfer_loss,Xavier McDaniel,NYK,Michael Jordan,CHI,18.20,1,1
1992-05-12,1992,CHI,NYK,transfer_loss,Michael Jordan,CHI,Xavier McDaniel,NYK,24.70,1,1
1992-05-14,1992,NYK,CHI,transfer_loss,John Starks,NYK,Michael Jordan,CHI,27.70,1,1
1992-05-17,1992,CHI,NYK,transfer_loss,Michael Jordan,CHI,John Starks,NYK,31.00,1,1
1992-05-19,1992,CHI,CLE,transfer_teammate,Scottie Pippen,CHI,Michael Jordan,CHI,30.50,1,1
1992-05-21,1992,CLE,CHI,transfer_loss,Mark Price,CLE,Scottie Pippen,CHI,23.10,1,1
1992-05-23,1992,CHI,CLE,transfer_loss,Michael Jordan,CHI,Mark Price,CLE,26.00,1,1
1992-05-25,1992,CLE,CHI,transfer_loss,Larry Nance,CLE,Michael Jordan,CHI,22.80,1,1
1992-05-27,1992,CHI,CLE,transfer_loss,Michael Jordan,CHI,Larry Nance,CLE,29.00,1,1
1992-05-29,1992,CHI,CLE,transfer_teammate,Scottie Pippen,CHI,Michael Jordan,CHI,25.00,1,1
1992-06-03,1992,CHI,POR,transfer_teammate,Michael Jordan,CHI,Scottie Pippen,CHI,36.90,1,1
1992-06-05,1992,POR,CHI,transfer_loss,Clyde Drexler,POR,Michael Jordan,CHI,23.30,1,1
1992-06-07,1992,CHI,POR,transfer_loss,Horace Grant,CHI,Clyde Drexler,POR,18.10,1,1
1992-06-10,1992,POR,CHI,transfer_loss,Jerome Kersey,POR,Horace Grant,CHI,19.30,1,1
1992-06-12,1992,CHI,POR,transfer_loss,Michael Jordan,CHI,Jerome Kersey,POR,33.30,1,1
